group,name,description,specification,version,internal_set,internal,product_plan_rule,error_level,error
CommunicationwithiOSApplications, IncorrectBadParameterSentForiPodDataTransfer, This rule throws an error if the accessory sends a DevACK with _Bad Parameter_ status in response to an  iPodDataTransfer command with a valid session ID., CurrentMFiFirmwareSpecFileReference (3.3.49), 1.3, NO, NO, NO, Error, accessory sent a Bad Parameter AccessoryAck in response to iPodDataTransfer with a valid session ID
CommunicationwithiOSApplications, NextAccessoryDataTransferTooSoon, The accessory must not send a new AccessoryDataTransfer packet until the previous one has been acknowledged  (as successful or not) or a 500 ms timeout has expired.  If an accessory tries to send another AccessoryDataTransfer before that condition is met then this rule will fire an error. (This rule is independent of session ID)., CurrentMFiFirmwareSpecFileReference (3.3.48), 2.0, NO, NO, NO, Error, accessory did not wait for iPodAck of AccessoryDataTransfer or 500 ms timeout before sending next AccessoryDataTransfer
CommunicationwithiOSApplications, NoRequestTransportMaxPayloadSizeBeforeAccessoryDataTransfer, Before sending the first AccessoryDataTransfer command_ the accessory must send a RequestTransportMaxPayloadSize command to determine the maximum packet size that it can stream. This rule will fire an error if ReturnTransportMaxPayloadSize is not seen (because RequestTransportMaxPayloadSize was not sent)., CurrentMFiFirmwareSpecFileReference (3.3.48), 2.0, NO, NO, NO, Error, accessory must receive a response to RequestTransportMaxPayloadSize before sending first AccessoryDataTransfer
CommunicationwithiOSApplications, OpenDataSessionNotDevACKed, This rule throws an error if the accessory fails to send DevACK in response to OpenDataSessionForProtocol within 500 ms, CurrentMFiFirmwareSpecFileReference (3.3.45), 2.2, NO, NO, NO, Error, accessory failed to respond to OpenDataSessionForProtocol with an AccessoryAck within 500 ms
CommunicationwithiOSApplications, TooManyRetriesOfAccessoryDataTransfer, From spec: - If a 500 ms timeout occurs before an AccessoryDataTransfer command is acknowledged successfully_ the accessory  may resend the same packet with the same transaction ID. If the accessory retries 10 times without  receiving a successful acknowledgement_ it must close the session and assume that the transfer failed. - If an AccessoryDataTransfer command is acknowledged with a SessionWriteFailure status (0x17)_ the accessory  may send a packet with the same transaction ID containing the remaining data. If no additional bytes are  successfully accepted after 10 such attempts_ the accessory must close the session and assume that the transfer  failed. See Table 2-16 (page 82). This rule will fire an error if more than 10 AccessoryDataTransfer packets are sent without an intervening  ACK (other than SessionWriteFailure) or intervening CloseDataSession. This should cover both cases  described above., CurrentMFiFirmwareSpecFileReference (3.3.48), 2.0, NO, NO, NO, Error, accessory must close session ID %1$hu due to repeated failure of AccessoryDataTransfer
CommunicationwithiOSApplications, UnknownSessionIDInAccessoryDataTransfer, This rule throws an error if the accessory sends an AccessoryDataTransfer for a session ID that does not match a  session ID returned in an OpenDataSessionForProtocol command sent from the iPod and ACKed by the accessory., CurrentMFiFirmwareSpecFileReference (3.3.48), 1.3, NO, NO, NO, Error, accessory sent AccessoryDataTransfer for an unknown session ID
AssistiveTouchiAP2, AssistiveTouchRequiredMessagesNotSeenCAiAP2, Fire an error if any of the mandatory messages are not seen during the test, N/A, 3.1, NO, NO, NO, Error, did not see %1$@ while testing the %2$@ feature
WiFiiAP2, WiFiMessagesNotSeenCAiAP2, Throw an error if the accessory fails to send mandatory messages during the Wi-Fi test, N/A, 3.1, NO, NO, NO, Error, did not see %1$@ while testing the %2$@ feature
AccessoryEqualizer, NoResponseToGetCurrentEQIndex, This rule fires a warning if the accessory doesn't reply to GetCurrentEQIndex with RetCurrentEQIndex within 2.5 seconds., CurrentMFiFirmwareSpecFileReference (4.8.4), 2.1, NO, NO, NO, Warning, accessory did not reply to GetCurrentEQIndex with RetCurrentEQIndex within 2.5 seconds
AccessoryEqualizer, NoResponseToGetEQIndexName, This rule fires a warning if the accessory doesn't reply to GetEQIndexName with RetEQIndexName within 3 seconds., CurrentMFiFirmwareSpecFileReference (4.8.9), 2.1, NO, NO, NO, Warning, accessory did not reply to GetEQIndexName with RetEQIndexName within 3 seconds
AccessoryEqualizer, NoResponseToGetEQSettingCount, This rule fires a warning if the accessory doesn't reply to GetEQSettingCount with RetEQSettingCount within 3 seconds., CurrentMFiFirmwareSpecFileReference (4.8.7), 2.1, NO, NO, NO, Warning, accessory did not reply to GetEQSettingCount with RetEQSettingCount within 3 seconds
SimpleRemote, FirstCameraButtonStatusIsZero, Throw an error if the first camera button status is not 1 (down)., CurrentMFiFirmwareSpecFileReference (4.2.14), 1.5, NO, NO, NO, Error, accessory sent a CameraButtonStatus (up) without first sending a CameraButtonStatus (down)
SimpleRemote, IdenticalContextButtonStatusSpacingLessThan30ms, This message rule throws an error if the time between two successive identical ContextButtonStatus commands is less than 30 ms. 2 ms tolerance added for rdar://problem/6987507 Timing related rules should have some tolerance to prevent the wormhole effect, CurrentMFiFirmwareSpecFileReference (4.2.7), 1.1, NO, NO, NO, Error, accessory sent identical ContextButtonStatus commands less than 30 ms apart (actual %1$llu ms)
SimpleRemote, IdenticalVideoButtonStatusSpacingLessThan30ms, This message rule throws an error if the time between two successive identical VideoButtonStatus commands is less than 30 ms., CurrentMFiFirmwareSpecFileReference (4.2.9), 2.1, NO, NO, NO, Error, accessory sent identical VideoButtonStatus commands less than 30 ms apart (actual %1$llu ms)
SimpleRemote, MissingContextButtonStatus, This rule throws an error if there is no ContextButtonStatus command within 100 ms after another ContextButtonStatus command_ except if the last ContextButtonStatus command had a zero payload indicating all buttons were up. 2 ms tolerance added for rdar://problem/6987507 Timing related rules should have some tolerance to prevent the wormhole effect, CurrentMFiFirmwareSpecFileReference (4.2.7), 1.1, NO, NO, NO, Error, accessory did not send ContextButtonStatus within 100 ms of another ContextButtonStatus whose button status was non-zero
SimpleRemote, MissingVideoButtonStatus, This rule throws an error if there is no VideoButtonStatus command within 100 ms after another VideoButtonStatus command_ except if the last VideoButtonStatus command had a zero payload indicating all buttons were up., CurrentMFiFirmwareSpecFileReference (4.2.9), 2.1, NO, NO, NO, Error, accessory did not send VideoButtonStatus within 100 ms of another VideoButtonStatus whose button status was non-zero
SimpleRemote, RadioButtonStatusSpacingGreaterThan100ms, Throw an error if the accessory doesn't send a RadioButtonStatus within 100 ms of a RadioButtonStatus with a non-zero button status. Note: This rule has a 2 ms tolerance built in due to rdar://problem/6827868, CurrentMFiFirmwareSpecFileReference (4.2.13), 1.4, NO, NO, NO, Error, more than 100 ms have elapsed since the last RadioButtonStatus command without sending another
SimpleRemote, RadioButtonStatusSpacingLessThan30ms, Throw an error if the accessory sends two RadioButtonStatus commands within 30 ms of each other with a non-zero buttonStatus. Note: This rule has a 2 ms tolerance built in due to rdar://problem/6827868, CurrentMFiFirmwareSpecFileReference (4.2.13), 1.4, NO, NO, NO, Error, accessory sent two RadioButtonStatus commands within 30 ms of each other with a non-zero buttonStatus
SimpleRemote, RestrictedContextButtonStatusFromiOSDevice, iOS Devices are only allowed to use a subset of the ContextButtonStatus states_ so this rule will throw an error if the CA is running with an iOS Device and that device uses a restricted  ContextButtonStatus state. (See section _Controlling Applications Using the Simple Remote Lingo_ R42_ p.52). Note: we are making the assumption that the device is an iOS device if the accessory registers for the  NowPlayingFocus notification. See rdar://problem/8145159., CurrentMFiFirmwareSpecFileReference (1.8), 2.0, NO, NO, NO, Error, accessory sent restricted button state in ContextButtonStatus when communicating with iOS device
SimpleRemote, SimpleRemoteRequiredCommandsNotSeenCA, Fire an error during the Simple Remote test if a Simple Remote lingo command was not seen, N/A, 3.0, NO, NO, NO, Error, the required commands for the Simple Remote test were not seen
SimpleRemote, WarnZeroCameraButtonStatusMissing, Throw a warning if a camera button status with zero status isn't sent within 200 ms of a camera button status with non-zero status, CurrentMFiFirmwareSpecFileReference (4.2.14), 1.5, NO, NO, NO, Warning, accessory did not send a CameraButtonStatus (up) within 200 ms of a CameraButtonStatus (down)
SimpleRemote, ZeroCameraButtonStatusMissing, Throw an error if two successive camera button statuses within 200 ms of each other have non-zero values  (i.e. there is no intervening camera button status with zero status), CurrentMFiFirmwareSpecFileReference (4.2.14), 1.5, NO, NO, NO, Error, accessory sent two successive CameraButtonStatus (down) commands within 200 ms of each other without an intervening CameraButtonStatus (up) command
UsesiAP, AccessoryInfoContainsAppleTrademark, This rule throws a warning if the Accessory's Product Info contains publicly released trademarks http://www.apple.com/legal/trademark/guidelinesfor3rdparties.html Including but not limited to... _The Apple word mark is not part of the product name_ _You may not use or register_ in whole or in part_ Apple_ iPod_ iTunes_ Macintosh_ iMac_ or any other Apple trademark_ ..._, N/A, 3.0, YES, NO, NO, Warning, accessory violated \_%@\_ trademark and must not use Apple trademarks in manufacturer or product names
UsesiAP, AccessorySentDeprecatedCommand, This rule throws a warning if the accessory sends a deprecated command.  Deprecated commands are defined in the lktspec., CurrentMFiFirmwareSpecFileReference (C), 2.0, NO, NO, NO, Warning, %1$@ lingo %2$@ command is deprecated
UsesiAP, AccessoryStatusNotificationCommandWithoutAccessoryInfoToken, This rule throws an error if the accessory attempts to use an accessory status notification command without first setting the AccessoryInfoToken to indicate that it supports status notifications., CurrentMFiFirmwareSpecFileReference (Table 3-72), 1.4, NO, NO, NO, Error, the accessory has not yet indicated support for status notifications with an AccessoryInfoToken
UsesiAP, AccessoryStatusNotificationForSameStatusTypeSentTooFrequently, This rule throws an error is the accessory sends AccessoryStatusNotification for the same status type more frequently than once every 500 ms., CurrentMFiFirmwareSpecFileReference (3.3.52), 1.4, NO, NO, NO, Error, accessory sent AccessoryStatusNotification for the same status type more frequently than once every 500 ms
UsesiAP, AccessoryStatusNotificationMissing, This rule throws an error if an accessory does not send an AccessoryStatusNotification for each status type included in the accessory's RetAccessoryStatusNotification within 500ms., CurrentMFiFirmwareSpecFileReference (3.3.52), 1.4, NO, NO, NO, Error, accessory did not send an initial AccessoryStatusNotification for each registered notification within 500 ms
UsesiAP, AccessoryStatusNotificationWithUnrecognizedStatusType, This rule throws an error if the accessory sends AccessoryStatusNotification with a status type that wasn't included in the Accessory's RetAccessoryStatusNotification., CurrentMFiFirmwareSpecFileReference (3.3.51), 1.4, NO, NO, NO, Error, accessory sent a status type that was not included in RetAccessoryStatusNotification
UsesiAP, AccessoryStatusNotificationWithoutRetAccessoryStatusNotification, This rule throws an error if the accessory sends AccessoryStatusNotification without previously sending RetAccessoryStatusNotification., CurrentMFiFirmwareSpecFileReference (3.3.52), 2.0, NO, NO, NO, Error, accessory sent an AccessoryStatusNotification without sending a RetAccessoryStatusNotification
UsesiAP, AlarmDeprecated, This rule throws a warning if an accessory tries perform any alarm related actions, CurrentMFiFirmwareSpecFileReference (Table 4-59), 2.0, NO, NO, NO, Warning, accessory attempted to use the alarm_ which is deprecated
